TITLE,PRINCIPAL_PARTS,PRINCIPAL_PARTS_NO_DIACRITICALS,SIMPLE_LEMMA,SHORT_DEFINITION,LONG_DEFINITION,PART_OF_SPEECH,LOGEION_LINK,ROW_FILTERS,CONJUNCTION,DECLENSION,PROPER,REGULAR,STOPWORD
ΠΡΟΣΕΥΡΙΣΚΩ,προσευρίσκω,προσευρισκω,προσευρισκω,to find besides,to find besides,Verb,http://logeion.uchicago.edu/index.html#προσευρίσκω,,,,,,
ΠΡΟΣΗΓΟΡΕΩ,προσηγορέω,προσηγορεω,προσηγορεω,to address,to address,Verb,http://logeion.uchicago.edu/index.html#προσηγορέω,,,,,,
ΠΡΟΣΚΑΡΤΕΡΕΩ,προσκαρτερέω προσκαρτερήσω προσεκαρτέρησα ––– προσκεκαρτέρημαι –––,προσκαρτερεω,προσκαρτερεω,to persist obstinately in,"to persist obstinately in; to persevere, insist, endure; to attach onself, pay continuous attention; to dedicate onself, attend",Verb,http://logeion.uchicago.edu/index.html#προσκαρτερέω,,,,,,
ΠΡΟΣΠΑΡΑΣΚΕΥΑΖΩ,προσπαρασκευάζω,προσπαρασκευαζω,προσπαρασκευαζω,to prepare besides,to prepare besides,Verb,http://logeion.uchicago.edu/index.html#προσπαρασκευάζω,,,,,,
ΠΡΟΣΤΑΤΕΩ,προστατέω,προστατεω,προστατεω,"to stand before, be ruler over, domineer over","to stand before, be ruler over, domineer over",Verb,http://logeion.uchicago.edu/index.html#προστατέω,,,,,,
ΠΡΟΦΥΤΕΥΩ,προφυτεύω,προφυτευω,προφυτευω,to plant before,to plant before,Verb,http://logeion.uchicago.edu/index.html#προφυτεύω,,,,,,
ΣΤΑΔΙΟΔΡΟΜΕΩ,σταδιοδρομέω σταδιοδρομήσω ἐσταδιοδρόμησα,σταδιοδρομεω,σταδιοδρομεω,to run in the stadium,to run in the stadium; to race,Verb,http://logeion.uchicago.edu/index.html#σταδιοδρομέω,,,,,,
ΣΤΕΓΑΖΩ,στεγάζω,στεγαζω,στεγαζω,to cover,to cover,Verb,http://logeion.uchicago.edu/index.html#στεγάζω,,,,,,
ΣΥΓΚΟΙΜΑΟΜΑΙ,συγκοιμάομαι,συγκοιμαομαι,συγκοιμαομαι,"to sleep with, lie with","to sleep with, lie with",Verb,http://logeion.uchicago.edu/index.html#συγκοιμάομαι,,,,,,
ΣΥΜΜΑΡΤΥΡΕΩ,συμμαρτυρέω,συμμαρτυρεω,συμμαρτυρεω,to bear witness with,to bear witness with,Verb,http://logeion.uchicago.edu/index.html#συμμαρτυρέω,,,,,,
ΣΥΜΜΑΧΟΜΑΙ,συμμάχομαι συμμαχοῦμαι συνεμαχεσάμην/συνεμαχησάμην συμμεμάχημαι,συμμαχομαι,συμμαχομαι,to fight along with,to fight along with; to be allied,Verb,http://logeion.uchicago.edu/index.html#συμμάχομαι,,,,,,
ΣΥΜΠΑΙΩ,συμπαίω,συμπαιω,συμπαιω,to dash against,to dash against,Verb,http://logeion.uchicago.edu/index.html#συμπαίω,,,,,,
ΣΥΜΠΑΡΑΓΙΓΝΟΜΑΙ,συμπαραγίγνομαι συμπαραγενήσομαι συμπαρεγενόμην συμπαραγέγονα ––– συμπαρεγενήθην,συμπαραγιγνομαι,συμπαραγιγνομαι,to be ready at the same time,to be ready at the same time; to go or come together; to come to aid,Verb,http://logeion.uchicago.edu/index.html#συμπαραγίγνομαι,,,,,,
ΣΥΜΠΙΝΩ,συμπίνω συμπίομαι συνέπιον συμπέπωκα,συμπινω,συμπινω,"to drink together, join in a drinking bout","to drink together, join in a drinking bout; to absorb, get soaked",Verb,http://logeion.uchicago.edu/index.html#συμπίνω,,,,,,
ΣΥΜΠΙΠΤΩ,συμπίπτω,συμπιπτω,συμπιπτω,"to fall together, meet in battle, come to blows","to fall together, meet in battle, come to blows",Verb,http://logeion.uchicago.edu/index.html#συμπίπτω,,,,,,
ΣΥΝΑΓΟΡΕΥΩ,συναγορεύω συναγορεύσω συνηγόρευσα ––– ––– συνηγορεύθην,συναγορευω,συναγορευω,"to join in advocating, advocate the same","to join in advocating, advocate the same; to speak in favor of; to agree, correspond; to abide by, observe",Verb,http://logeion.uchicago.edu/index.html#συναγορεύω,,,,,,
ΣΥΝΑΙΝΕΩ,συναινέω,συναινεω,συναινεω,to join in praising,to join in praising,Verb,http://logeion.uchicago.edu/index.html#συναινέω,,,,,,
ΣΥΝΑΚΟΛΟΥΘΕΩ,συνακολουθέω συνακολουθήσω συνηκολούθησα συνηκολούθηκα,συνακολουθεω,συνακολουθεω,"to follow closely, to accompany","to follow closely, to accompany; to be consequent; to obey; to be in relation",Verb,http://logeion.uchicago.edu/index.html#συνακολουθέω,,,,,,
ΣΥΝΔΡΑΩ,συνδράω,συνδραω,συνδραω,"to do together, help in doing","to do together, help in doing",Verb,http://logeion.uchicago.edu/index.html#συνδράω,,,,,,
ΣΥΝΕΛΕΥΘΕΡΟΩ,συνελευθερόω συνελευθερώσω συνηλευθέρωσα συνηλευθέρωκα,συνελευθεροω,συνελευθεροω,to join in freeing from,to join in freeing from; to help free,Verb,http://logeion.uchicago.edu/index.html#συνελευθερόω,,,,,,
ΣΥΝΕΡΔΩ,συνέρδω,συνερδω,συνερδω,"to join in a work, help","to join in a work, help",Verb,http://logeion.uchicago.edu/index.html#συνέρδω,,,,,,
ΣΥΝΕΥΔΩ,συνεύδω,συνευδω,συνευδω,to sleep with,to sleep with,Verb,http://logeion.uchicago.edu/index.html#συνεύδω,,,,,,
ΣΥΝΕΥΠΟΡΕΩ,συνευπορέω συνευπορήσω συνευπόρησα/συνηυπόρησα συνευπόρηκα/συνηυπόρηκα,συνευπορεω,συνευπορεω,to help to contribute,to help to contribute or furnish,Verb,http://logeion.uchicago.edu/index.html#συνευπορέω,,,,,,
ΣΥΝΝΑΙΩ,συνναίω,συνναιω,συνναιω,to dwell with,to dwell with,Verb,http://logeion.uchicago.edu/index.html#συνναίω,,,,,,
ΣΥΝΟΡΑΩ,συνοράω συνόψομαι συνεῖδον συνεώρακα συνεώραμαι συνεωράθην,συνοραω,συνοραω,to see together,"to see together; to observe carefully, consider",Verb,http://logeion.uchicago.edu/index.html#συνοράω,,,,,,
ΣΥΣΚΕΥΑΖΩ,συσκευάζω συσκευάσω συνεσκεύασα συνεσκεύακα συνεσκεύασμαι συνεσκευάσθην,συσκευαζω,συσκευαζω,"to make ready by putting together, to pack up","to make ready by putting together, to pack up; to help prepare; to plot, contrive",Verb,http://logeion.uchicago.edu/index.html#συσκευάζω,,,,,,
ΣΧΟΛΑΖΩ,σχολάζω,σχολαζω,σχολαζω,to have leisure,to have leisure,Verb,http://logeion.uchicago.edu/index.html#σχολάζω,,,,,,
ΣΩΚΕΩ,σωκέω,σωκεω,σωκεω,to have strength,to have strength,Verb,http://logeion.uchicago.edu/index.html#σωκέω,,,,,,
ΤΗΤΑΟΜΑΙ,τητάομαι,τηταομαι,τηταομαι,"to be in want, suffer want","to be in want, suffer want",Verb,http://logeion.uchicago.edu/index.html#τητάομαι,,,,,,
ΤΟΚΟΦΟΡΕΩ,τοκοφορέω τοκοφορήσω ἐτοκοφόρησα,τοκοφορεω,τοκοφορεω,to bring in interest,to bring in interest; to pay interest,Verb,http://logeion.uchicago.edu/index.html#τοκοφορέω,,,,,,
ΥΠΕΚΠΕΜΠΩ,ὑπεκπέμπω,υπεκπεμπω,υπεκπεμπω,to send out secretly,to send out secretly,Verb,http://logeion.uchicago.edu/index.html#ὑπεκπέμπω,,,,,,
ΥΠΕΡΑΧΘΟΜΑΙ,ὑπεράχθομαι,υπεραχθομαι,υπεραχθομαι,to be exceedingly grieved at,to be exceedingly grieved at,Verb,http://logeion.uchicago.edu/index.html#ὑπεράχθομαι,,,,,,
ΥΠΕΡΙΣΤΑΜΑΙ,ὑπερίσταμαι,υπερισταμαι,υπερισταμαι,to stand over,to stand over,Verb,http://logeion.uchicago.edu/index.html#ὑπερίσταμαι,,,,,,
ΥΠΕΡΚΤΑΟΜΑΙ,ὑπερκτάομαι,υπερκταομαι,υπερκταομαι,to acquire over and above,to acquire over and above,Verb,http://logeion.uchicago.edu/index.html#ὑπερκτάομαι,,,,,,
ΥΠΟΚΛΕΠΤΩ,ὑποκλέπτω,υποκλεπτω,υποκλεπτω,"to steal underhand, filch","to steal underhand, filch",Verb,http://logeion.uchicago.edu/index.html#ὑποκλέπτω,,,,,,
ΥΠΟΣΤΕΝΩ,ὑποστένω,υποστενω,υποστενω,"to moan in a low tone, begin to moan","to moan in a low tone, begin to moan",Verb,http://logeion.uchicago.edu/index.html#ὑποστένω,,,,,,
ΥΣΤΕΡΙΖΩ,ὑστερίζω ὑστεριῶ ὑστέρισα,υστεριζω,υστεριζω,"to come after, come later","to come after, come later; to act too late for, lack",Verb,http://logeion.uchicago.edu/index.html#ὑστερίζω,,,,,,
ΥΦΙΣΤΑΜΙ,ὑφίσταμι,υφισταμι,υφισταμι,set beneath,set beneath,Verb,http://logeion.uchicago.edu/index.html#ὑφίσταμι,,,,,,
ΦΛΥΑΡΕΩ,φλυαρέω,φλυαρεω,φλυαρεω,"to talk nonsense, play the fool","to talk nonsense, play the fool",Verb,http://logeion.uchicago.edu/index.html#φλυαρέω,,,,,,
ΨΥΧΑΓΩΓΕΩ,ψυχαγωγέω ψυχαγωγήσω ἐψυχαγώγησα ἐψυχαγώγημαι ἐψυχαγωγήθην,ψυχαγωγεω,ψυχαγωγεω,to lead departed souls to the nether world,"to lead departed souls to the nether world; to call forth souls; to draw, attract, win over; to lure, trick, seduce; to encourage, admonish; to amuse, distract",Verb,http://logeion.uchicago.edu/index.html#ψυχαγωγέω,,,,,,
ΑΘΕΜΙΣ,ἄθεμις –ιτος,αθεμις,αθεμις,lawless,lawless,Adjective,http://logeion.uchicago.edu/index.html#ἄθεμις,,,3,,,
ΑΚΑΜΑΝΤΟΜΑΧΗΣ,ἀκαμαντομάχης ὁ,ακαμαντομαχης,ακαμαντομαχης,unwearied in fight,unwearied in fight,Noun,http://logeion.uchicago.edu/index.html#ἀκαμαντομάχης,,,1,,,
ΑΚΑΜΠΤΟΣ,ἄκαμπτος –ον,ακαμπτος,ακαμπτος,"unbent, that will not bend, rigid","unbent, that will not bend, rigid",Adjective,http://logeion.uchicago.edu/index.html#ἄκαμπτος,,,1,,,
ΑΚΕΝΤΗΤΟΣ,ἀκέντητος –ον,ακεντητος,ακεντητος,needing no goad,needing no goad,Adjective,http://logeion.uchicago.edu/index.html#ἀκέντητος,,,1,,,
ΑΚΟΡΟΣ,ἄκορος –ον,ακορος,ακορος,"untiring, ceaseless","untiring, ceaseless",Adjective,http://logeion.uchicago.edu/index.html#ἄκορος,,,1,,,
ΑΚΡΑΝΤΟΣ,ἄκραντος –ον,ακραντος,ακραντος,"unfulfilled, fruitless","unfulfilled, fruitless",Adjective,http://logeion.uchicago.edu/index.html#ἄκραντος,,,1,,,
ΑΜΑ/2,ἁμᾶ,αμα,αμα,together,together,Adverb,http://logeion.uchicago.edu/index.html#ἁμᾶ,,,,,,
ΑΜΟΙΒΑΙΟΣ,ἀμοιβαῖος –ον and –α –ον,αμοιβαιος,αμοιβαιος,"giving like for like, retributive","giving like for like, retributive",Adjective,http://logeion.uchicago.edu/index.html#ἀμοιβαῖος,,,1,,,
ΑΠΑΤΕΡΘΕ,ἀπάτερθε,απατερθε,απατερθε,"apart, aloof","apart, aloof",Adverb,http://logeion.uchicago.edu/index.html#ἀπάτερθε,,,,,,
ΑΠΟΔΗΜΟΣ,ἀπόδημος –ον,αποδημος,αποδημος,"away from one's country, from home, abroad","away from one's country, from home, abroad",Adjective,http://logeion.uchicago.edu/index.html#ἀπόδημος,,,1,,,
ΑΡΧΕΔΙΚΑΣ,ἀρχεδίκας ὁ,αρχεδικας,αρχεδικας,"first, legitimate possessor","first, legitimate possessor",Adjective,http://logeion.uchicago.edu/index.html#ἀρχεδίκας,,,1,,,
ΑΤΑΡΜΥΚΤΟΣ,ἀτάρμυκτος –ον,αταρμυκτος,αταρμυκτος,"unwincing, unflinching","unwincing, unflinching",Adjective,http://logeion.uchicago.edu/index.html#ἀτάρμυκτος,,,1,,,
ΑΤΛΑΣ/2,ἄτλας –αντος ὁ,ατλας,ατλας,not enduring,not enduring,Adjective,http://logeion.uchicago.edu/index.html#ἄτλας,,,3,,,
ΑΦΩΝΗΤΟΣ,ἀφώνητος –ον,αφωνητος,αφωνητος,"voiceless, speechless","voiceless, speechless",Adjective,http://logeion.uchicago.edu/index.html#ἀφώνητος,,,1,,,
ΒΑΘΥΜΑΛΛΟΣ,βαθύμαλλος –ον,βαθυμαλλος,βαθυμαλλος,thick-fleeced,thick-fleeced,Adjective,http://logeion.uchicago.edu/index.html#βαθύμαλλος,,,1,,,
ΒΑΡΥΓΔΟΥΠΟΣ,βαρύγδουπος –ον,βαρυγδουπος,βαρυγδουπος,"loud-thundering, loud-roaring","loud-thundering, loud-roaring",Adjective,http://logeion.uchicago.edu/index.html#βαρύγδουπος,,,1,,,
ΒΙΑΤΑΣ,βιατάς ὁ,βιατας,βιατας,"forceful, mighty","forceful, mighty",Adjective,http://logeion.uchicago.edu/index.html#βιατάς,,,1,,,
ΒΩΛΑΚΙΟΣ,βωλάκιος –a –ον,βωλακιος,βωλακιος,"lumpy, loamy","lumpy, loamy",Adjective,http://logeion.uchicago.edu/index.html#βωλάκιος,,,1,,,
ΓΕΛΑΝΗΣ,γελανής –ες,γελανης,γελανης,cheerful,cheerful,Adjective,http://logeion.uchicago.edu/index.html#γελανής,,,3,,,
ΓΕΝΕΘΛΙΟΣ,γενέθλιος –ον and –α –ον,γενεθλιος,γενεθλιος,"of or belonging to one’s birth, family","of or belonging to one’s birth, family",Adjective,http://logeion.uchicago.edu/index.html#γενέθλιος,,,1,,,
ΓΥΙΟΣ,γυιός –ή –όν,γυιος,γυιος,lame,lame,Adjective,http://logeion.uchicago.edu/index.html#γυιός,,,1,,,
ΔΥΣΘΡΟΟΣ,δύσθροος –ον,δυσθροος,δυσθροος,ill-sounding,ill-sounding,Adjective,http://logeion.uchicago.edu/index.html#δύσθροος,,,1,,,
ΔΥΣΠΑΛΗΣ,δυσπαλής –ές,δυσπαλης,δυσπαλης,hard to wrestle with,hard to wrestle with,Adjective,http://logeion.uchicago.edu/index.html#δυσπαλής,,,3,,,
ΕΓΧΕΙΚΕΡΑΥΝΟΣ,ἐγχεικέραυνος –ον,εγχεικεραυνος,εγχεικεραυνος,hurling the thunderbolt,hurling the thunderbolt,Adjective,http://logeion.uchicago.edu/index.html#ἐγχεικέραυνος,,,1,,,
ΕΚΑΤΟΝΤΑΕΤΗΣ,ἑκατονταέτης –ες,εκατονταετης,εκατονταετης,of a hundred years,of a hundred years,Adjective,http://logeion.uchicago.edu/index.html#ἑκατονταέτης,,,3,,,
ΕΛΑΧΥΠΤΕΡΥΞ,ἐλαχυπτέρυξ –υγος,ελαχυπτερυξ,ελαχυπτερυξ,short-finned,short-finned,Adjective,http://logeion.uchicago.edu/index.html#ἐλαχυπτέρυξ,,,3,,,
ΕΛΙΚΟΒΛΕΦΑΡΟΣ,ἑλικοβλέφαρος –ον,ελικοβλεφαρος,ελικοβλεφαρος,"with ever-moving eyelids, quick-glancing","with ever-moving eyelids, quick-glancing",Noun,http://logeion.uchicago.edu/index.html#ἑλικοβλέφαρος,,,1,,,
ΕΜΒΟΛΟΝ,ἔμβολον –ου τό,εμβολον,εμβολον,"pointed so as to be thrust in: ram, peg, bolt","pointed so as to be thrust in: ram, peg, bolt",Adjective,http://logeion.uchicago.edu/index.html#ἔμβολον,,,2,,,
ΕΜΠΕΔΟΜΟΧΘΟΣ,ἐμπεδόμοχθος –ον,εμπεδομοχθος,εμπεδομοχθος,ever-painful,ever-painful,Adjective,http://logeion.uchicago.edu/index.html#ἐμπεδόμοχθος,,,1,,,
ΕΝΤΡΑΠΕΛΟΣ,ἐντράπελος –ον,εντραπελος,εντραπελος,shameful,shameful,Adjective,http://logeion.uchicago.edu/index.html#ἐντράπελος,,,1,,,
ΕΠΙΤΑΚΤΟΣ,ἐπίτακτος –ον,επιτακτος,επιτακτος,drawn up behind,drawn up behind,Adjective,http://logeion.uchicago.edu/index.html#ἐπίτακτος,,,1,,,
ΕΡΑΣΙΠΛΟΚΑΜΟΣ,ἐρασιπλόκαμος –ον,ερασιπλοκαμος,ερασιπλοκαμος,decked with love-locks,decked with love-locks,Adjective,http://logeion.uchicago.edu/index.html#ἐρασιπλόκαμος,,,1,,,
ΕΡΙΠΛΕΥΡΟΣ,ἐρίπλευρος –ον,εριπλευρος,εριπλευρος,"with sturdy sides, stout","with sturdy sides, stout",Adjective,http://logeion.uchicago.edu/index.html#ἐρίπλευρος,,,1,,,
ΕΥΑΙΝΕΤΟΣ,εὐαίνετος –ον,ευαινετος,ευαινετος,much-extolled,much-extolled,Adjective,http://logeion.uchicago.edu/index.html#εὐαίνετος,,,1,,,
ΕΥΑΝΘΕΜΟΣ,εὐάνθεμος –ον,ευανθεμος,ευανθεμος,"flowery, blooming","flowery, blooming",Adjective,http://logeion.uchicago.edu/index.html#εὐάνθεμος,,,1,,,
ΕΥΔΕΝΔΡΟΣ,εὔδενδρος –ον,ευδενδρος,ευδενδρος,"well-wooded, abounding in fair trees","well-wooded, abounding in fair trees",Adjective,http://logeion.uchicago.edu/index.html#εὔδενδρος,,,1,,,
ΕΥΙΠΠΟΣ,εὔιππος (Ep. ἐΰιππος) –ον,ευιππος,ευιππος,"well-horsed, delighting in horses","well-horsed, delighting in horses",Adjective,http://logeion.uchicago.edu/index.html#εὔιππος,,,1,,,
ΕΥΝΟΜΟΣ,εὔνομος  –η –ον,ευνομος,ευνομος,"under good laws, well-ordered","under good laws, well-ordered",Adjective,http://logeion.uchicago.edu/index.html#εὔνομος,,,1,,,
ΕΥΤΡΙΑΙΝΑ,εὐτρίαινα ὁ (acc. –τρίαιναν),ευτριαινα,ευτριαινα,with splendid trident,with splendid trident,Noun,http://logeion.uchicago.edu/index.html#εὐτρίαινα,,,1,,,
ΘΑΛΠΝΟΣ,θαλπνός –ή –όν,θαλπνος,θαλπνος,"warming, fostering","warming, fostering",Adjective,http://logeion.uchicago.edu/index.html#θαλπνός,,,1,,,
ΘΑΜΙΝΟΣ,θαμινός (θαμῑνός) –ή –όν,θαμινος,θαμινος,frequent,frequent,Adjective,http://logeion.uchicago.edu/index.html#θαμινός,,,1,,,
ΘΕΜΙΣΤΕΙΟΣ,θεμιστεῖος –a –ον,θεμιστειος,θεμιστειος,of law and right,of law and right,Adjective,http://logeion.uchicago.edu/index.html#θεμιστεῖος,,,1,,,
ΘΕΟΠΕΜΠΤΟΣ,θεόπεμπτος –ον,θεοπεμπτος,θεοπεμπτος,sent by the gods,sent by the gods,Adjective,http://logeion.uchicago.edu/index.html#θεόπεμπτος,,,1,,,
ΘΗΗΤΟΣ,θηητός –ή –όν,θηητος,θηητος,"gazed at, wondrous, admirable","gazed at, wondrous, admirable",Adjective,http://logeion.uchicago.edu/index.html#θηητός,,,1,,,
ΘΡΑΣΥΜΗΔΗΣ,θρασυμήδης –ες,θρασυμηδης,θρασυμηδης,bold of thought,bold of thought,Adjective,http://logeion.uchicago.edu/index.html#θρασυμήδης,,,3,,,
ΘΡΑΣΥΠΟΝΟΣ,θρασύπονος –ον,θρασυπονος,θρασυπονος,bold,bold,Adjective,http://logeion.uchicago.edu/index.html#θρασύπονος,,,1,,,
ΙΠΠΙΟΣ,ἵππιος –a –ον,ιππιος,ιππιος,of a horse,of a horse,Adjective,http://logeion.uchicago.edu/index.html#ἵππιος,,,1,,,
ΙΠΠΟΧΑΡΜΑΣ,ἱπποχάρμας,ιπποχαρμας,ιπποχαρμας,delighting in horses,delighting in horses,Adjective,http://logeion.uchicago.edu/index.html#ἱπποχάρμας,,,99,,,
ΚΑΚΗΓΟΡΟΣ/2,κακήγορος –ον,κακηγορος,κακηγορος,"evil-speaking, abusive, slanderous","evil-speaking, abusive, slanderous",Adjective,http://logeion.uchicago.edu/index.html#κακήγορος,,,1,,,
ΚΕΛΑΙΝΩΠΙΣ,κελαινῶπις,κελαινωπις,κελαινωπις,black visaged,black visaged,Adjective,http://logeion.uchicago.edu/index.html#κελαινῶπις,,,3,,,
ΚΡΟΚΟΕΙΣ,κροκόεις –εσσα –εν,κροκοεις,κροκοεις,saffron-coloured,saffron-coloured,Adjective,http://logeion.uchicago.edu/index.html#κροκόεις,,,2,,,
ΚΥΠΡΙΟΣ,κύπριος –a –ον,κυπριος,κυπριος,of copper,of copper,Adjective,http://logeion.uchicago.edu/index.html#κύπριος,,,1,,,
ΚΥΠΡΟΓΕΝΗΣ,Κυπρογενής –ές,Κυπρογενης,Κυπρογενης,Cyprus-born,Cyprus-born,Adjective,http://logeion.uchicago.edu/index.html#Κυπρογενής,,,3,T,,
ΚΥΡΙΩΣ,κυρίως,κυριως,κυριως,like a lord,like a lord,Adverb,http://logeion.uchicago.edu/index.html#κυρίως,,,,,T,
ΛΑΜΝΙΟΣ,λάμνιος –a –ον,λαμνιος,λαμνιος,Lemnian,Lemnian,Adjective,http://logeion.uchicago.edu/index.html#λάμνιος,,,1,T,,
ΛΥΣΙΜΑΧΟΣ,λυσίμαχος –ον,λυσιμαχος,λυσιμαχος,ending strife,ending strife,Adjective,http://logeion.uchicago.edu/index.html#λυσίμαχος,,,1,,,
ΛΥΣΙΠΟΝΟΣ,λυσίπονος –ον,λυσιπονος,λυσιπονος,releasing from toil,releasing from toil,Adjective,http://logeion.uchicago.edu/index.html#λυσίπονος,,,1,,,
ΜΕΓΑΝΩΡ,μεγᾰλήνωρ Dor. μεγᾰλ–άνωρ –ορος,μεγανωρ,μεγανωρ,man-exalting,man-exalting,Noun,http://logeion.uchicago.edu/index.html#μεγάνωρ,,,3,,,
ΜΕΛΑΜΠΟΥΣ,μελάμπους ὁ ἡ πουν τό gen. ποδος,μελαμπους,μελαμπους,blackfooted,blackfooted,Noun,http://logeion.uchicago.edu/index.html#μελάμπους,,,3,,,
ΜΕΛΙΤΟΕΙΣ,μελιτόεις –εσσα –εν,μελιτοεις,μελιτοεις,honied,honied,Adjective,http://logeion.uchicago.edu/index.html#μελιτόεις,,,2,,,
ΜΗΛΩΨ,μήλωψ,μηλωψ,μηλωψ,"looking like an apple, yellow, ripe","looking like an apple, yellow, ripe",Adjective,http://logeion.uchicago.edu/index.html#μήλωψ,,,3,,,
ΜΟΝΟΚΡΗΠΙΣ,μονοκρήπις –ῑδος ὁ ἡ,μονοκρηπις,μονοκρηπις,with but one sandal,with but one sandal,Noun,http://logeion.uchicago.edu/index.html#μονοκρήπις,,,3,,,
ΝΕΟΚΤΙΣΤΟΣ,νεόκτιστος –ον and –η –ον,νεοκτιστος,νεοκτιστος,newly founded,newly founded,Adjective,http://logeion.uchicago.edu/index.html#νεόκτιστος,,,1,,,
ΝΙΚΗΦΟΡΟΣ,νικηφόρος –ον,νικηφορος,νικηφορος,bringing victory,bringing victory,Adjective,http://logeion.uchicago.edu/index.html#νικηφόρος,,,1,,,
ΟΞΥΤΟΜΟΣ,ὀξυτόμος –ον,οξυτομος,οξυτομος,"sharp-cutting, keen","sharp-cutting, keen",Adjective,http://logeion.uchicago.edu/index.html#ὀξυτόμος,,,1,,,
ΠΑΜΠΕΙΘΗΣ,παμπειθής –ές,παμπειθης,παμπειθης,all-persuasive,all-persuasive,Adjective,http://logeion.uchicago.edu/index.html#παμπειθής,,,3,,,
ΠΑΜΦΑΡΜΑΚΟΣ,παμφάρμακος –ον,παμφαρμακος,παμφαρμακος,skilled in all charms,skilled in all charms,Adjective,http://logeion.uchicago.edu/index.html#παμφάρμακος,,,1,,,
ΠΑΡΗΜΕΡΟΣ,παρήμερος –ον,παρημερος,παρημερος,"day by day, daily","day by day, daily",Adjective,http://logeion.uchicago.edu/index.html#παρήμερος,,,1,,,
ΠΛΑΤΑΙΙΚΟΣ,Πλαταιικός –ή –όν,Πλαταιικος,Πλαταιικος,of Plataea,of Plataea,Adjective,http://logeion.uchicago.edu/index.html#Πλαταιικός,,,1,T,,
ΠΟΙΚΙΛΟΝΩΤΟΣ,ποικιλόνωτος –ον,ποικιλονωτος,ποικιλονωτος,with back of various hues,with back of various hues,Adjective,http://logeion.uchicago.edu/index.html#ποικιλόνωτος,,,1,,,
ΠΟΛΥΜΝΗΣΤΟΣ,πολύμνηστος –ον,πολυμνηστος,πολυμνηστος,"much-remembering, mindful","much-remembering, mindful",Adjective,http://logeion.uchicago.edu/index.html#πολύμνηστος,,,1,,,
ΠΟΛΥΞΕΝΟΣ,πολύξενος (Ion. πολύξεινος –ον) and –α –ον,πολυξενος,πολυξενος,"entertaining many guests, very hospitable","entertaining many guests, very hospitable",Adjective,http://logeion.uchicago.edu/index.html#πολύξενος,,,1,,,
ΠΟΛΥΦΑΤΟΣ,πολύφατος –ον,πολυφατος,πολυφατος,"much-spoken-of, very famous, excellent","much-spoken-of, very famous, excellent",Adjective,http://logeion.uchicago.edu/index.html#πολύφατος,,,1,,,
ΠΡΟΦΑΝΤΟΣ,πρόφαντος –ον,προφαντος,προφαντος,far seen,far seen,Adjective,http://logeion.uchicago.edu/index.html#πρόφαντος,,,1,,,
ΣΥΝΔΡΟΜΟΣ,σύνδρομος –ον,συνδρομος,συνδρομος,"running together, meeting","running together, meeting",Adjective,http://logeion.uchicago.edu/index.html#σύνδρομος,,,1,,,
ΤΕΤΡΑΚΝΑΜΟΣ,τετράκναμος,τετρακναμος,τετρακναμος,four-spoked,four-spoked,Adjective,http://logeion.uchicago.edu/index.html#τετράκναμος,,,1,,,
ΥΠΕΡΗΙΣ,ὑπερηΐς,υπερηις,υπερηις,Hyperian,Hyperian,Adjective,http://logeion.uchicago.edu/index.html#Ὑπερηΐς,,,99,T,,
ΥΨΙΧΑΙΤΗΣ,ὑψιχαίτης –ου ὁ,υψιχαιτης,υψιχαιτης,with long hair,with long hair,Noun,http://logeion.uchicago.edu/index.html#ὑψιχαίτης,,,1,,,
ΦΕΡΕΝΙΚΟΣ,φερένικος –ον,φερενικος,φερενικος,carrying off victory,carrying off victory,Adjective,http://logeion.uchicago.edu/index.html#φερένικος,,,1,,,
ΦΘΙΝΟΚΑΡΠΟΣ,φθινόκαρπος –ον,φθινοκαρπος,φθινοκαρπος,having lost fruitfulness,having lost fruitfulness,Adjective,http://logeion.uchicago.edu/index.html#φθινόκαρπος,,,1,,,
ΦΟΙΝΙΚΑΝΘΕΜΟΣ,φοινικάνθεμος –ον,φοινικανθεμος,φοινικανθεμος,with purple flowers,with purple flowers,Adjective,http://logeion.uchicago.edu/index.html#φοινικάνθεμος,,,1,,,
ΦΟΙΝΙΚΟΠΑΡΗΙΟΣ,φοινικοπάρῃος (–α) –ον,φοινικοπαρῃος,φοινικοπαρῃος,red-cheeked,red-cheeked,Adjective,http://logeion.uchicago.edu/index.html#φοινικοπάρῃος,,,1,,,
ΧΑΛΚΑΡΜΑΤΟΣ,χαλκάρματος –ον,χαλκαρματος,χαλκαρματος,with brasen chariot,with brasen chariot,Adjective,http://logeion.uchicago.edu/index.html#χαλκάρματος,,,1,,,
ΧΑΛΚΟΓΕΝΥΣ,χαλκόγενυς –υ,χαλκογενυς,χαλκογενυς,with teeth of brass,with teeth of brass,Adjective,http://logeion.uchicago.edu/index.html#χαλκόγενυς,,,99,,,
ΧΑΛΚΟΤΟΡΟΣ,χαλκότορος –ον,χαλκοτορος,χαλκοτορος,wrought of brass,wrought of brass,Adjective,http://logeion.uchicago.edu/index.html#χαλκότορος,,,1,,,
ΘΥΡΗΙΦΙ,θύρῃφι,θυρῃφι,θυρῃφι,outside,outside,Adverb,http://logeion.uchicago.edu/index.html#θύρῃφι,,,,,,
